id,type,level,keyword,meaning,example_1,translation_1,example_2,translation_2,
1336,vocabulary,TOPIK II,노력가,hard worker,그는 정말 노력가입니다,He is really a hard worker,노력가인 친구에게 배웠어요,I learned from a hardworking friend,
1337,vocabulary,TOPIK II,단점,disadvantage,이 제품의 단점은 무겁다는 것입니다,The disadvantage of this product is that it is heavy,단점도 생각해야 합니다,You should also think about disadvantages,
1338,vocabulary,TOPIK II,대규모,large-scale,대규모 행사가 열렸어요,A large-scale event was held,대규모 공사가 시작됐습니다,A large construction project started,
1339,vocabulary,TOPIK II,도전적,challenging,도전적인 목표를 세웠어요,I set a challenging goal,그 일은 매우 도전적입니다,That task is very challenging,
1340,vocabulary,TOPIK II,독립적,independent,독립적인 생활을 하고 싶어요,I want to live independently,그 아이는 독립적입니다,That child is independent,
1341,vocabulary,TOPIK II,매우,very,오늘은 매우 피곤합니다,I am very tired today,매우 중요한 문제입니다,It is a very important issue,
1342,vocabulary,TOPIK II,무례하다,to be rude,무례하게 말하지 마세요,Do not speak rudely,그 행동은 무례했습니다,That behavior was rude,
1343,vocabulary,TOPIK II,반대편,opposite side,길 반대편에 서 있었어요,I was standing on the opposite side of the street,반대편 건물로 이동하세요,Move to the building on the opposite side,
1344,vocabulary,TOPIK II,발명되다,to be invented,전화기가 발명되었습니다,The telephone was invented,새로운 기술이 발명됐어요,New technology was invented,
1345,vocabulary,TOPIK II,방해하다,to disturb,공부를 방해하지 마세요,Please don't disturb my studying,소음이 수업을 방해했습니다,The noise disturbed the class,
1346,vocabulary,TOPIK II,배경,background,사진 배경이 아름다워요,The background of the photo is beautiful,그 사건의 배경을 조사했습니다,We investigated the background of the incident,
1347,vocabulary,TOPIK II,보람있다,to be rewarding,보람있는 하루였어요,It was a rewarding day,봉사 활동이 정말 보람있었습니다,Volunteer work was really rewarding,
1348,vocabulary,TOPIK II,불리하다,to be disadvantageous,조건이 조금 불리합니다,The conditions are somewhat disadvantageous,저에게 불리한 상황이었어요,It was a disadvantageous situation for me,
1349,vocabulary,TOPIK II,비슷해지다,to become similar,성격이 점점 비슷해졌어요,Our personalities gradually became similar,생활 방식이 비슷해졌습니다,Our lifestyles became similar,
1350,vocabulary,TOPIK II,사라지다,to disappear,문제가 사라졌어요,The problem disappeared,추억이 사라지지 않았으면 좋겠어요,I hope the memories never disappear,
1351,vocabulary,TOPIK II,상당하다,to be considerable,상당한 시간이 걸렸어요,It took considerable time,비용이 상당했습니다,The cost was considerable,
1352,vocabulary,TOPIK II,성실하다,to be diligent,그 학생은 아주 성실합니다,That student is very diligent,성실하게 일하고 있어요,I am working diligently,
1353,vocabulary,TOPIK II,소중하다,to be precious,가족은 정말 소중합니다,Family is very precious,소중한 경험이었습니다,It was a precious experience,
1354,vocabulary,TOPIK II,수집하다,to collect,우표를 수집하고 있어요,I collect stamps,자료를 수집했습니다,We collected materials,
1355,vocabulary,TOPIK II,실감나다,to feel real,영화가 정말 실감났어요,The movie felt very realistic,실감나는 연기였습니다,It was realistic acting,
1356,vocabulary,TOPIK II,안전하다,to be safe,이 지역은 안전합니다,This area is safe,안전하게 여행하세요,Travel safely,
1357,vocabulary,TOPIK II,예절,manners,예절을 지켜야 합니다,You should follow manners,한국의 예절을 배우고 있어요,I am learning Korean etiquette,
1358,vocabulary,TOPIK II,완벽하다,to be perfect,완벽한 계획은 없습니다,There is no perfect plan,시험 준비가 완벽합니다,The exam preparation is perfect,
1359,vocabulary,TOPIK II,유명해지다,to become famous,그 배우가 유명해졌어요,That actor became famous,인터넷에서 유명해졌습니다,It became famous online,
1360,vocabulary,TOPIK II,의외로,unexpectedly,의외로 쉬웠어요,It was unexpectedly easy,결과가 의외로 좋았습니다,The result was unexpectedly good,
1361,vocabulary,TOPIK II,일반적,general/common,일반적인 방법입니다,It is a common method,일반적으로 그렇게 생각합니다,People generally think that way,
1362,vocabulary,TOPIK II,자극적,stimulating,자극적인 음식은 싫어해요,I dislike stimulating/spicy food,자극적인 광고가 많아요,There are many provocative advertisements,
1363,vocabulary,TOPIK II,전문적,professional,전문적인 지식이 필요합니다,Professional knowledge is necessary,전문적으로 배우고 싶어요,I want to learn professionally,
1364,vocabulary,TOPIK II,정확하다,to be accurate,정보가 정확합니다,The information is accurate,정확하게 설명해 주세요,Please explain accurately,
1365,vocabulary,TOPIK II,조용해지다,to become quiet,교실이 조용해졌어요,The classroom became quiet,밤이 되자 거리가 조용해졌습니다,"When night came, the street became quiet",
1366,vocabulary,TOPIK II,지루하다,to be boring,수업이 조금 지루했어요,The class was a little boring,지루한 영화는 싫어요,I dislike boring movies,
1367,vocabulary,TOPIK II,차별하다,to discriminate,사람을 차별하면 안 됩니다,You should not discriminate against people,나이를 차별하지 마세요,Do not discriminate based on age,
1368,vocabulary,TOPIK II,친근하다,to be friendly/familiar,친근한 느낌이 들었어요,I felt a friendly feeling,그 배우는 친근해 보여요,That actor looks friendly,
1369,vocabulary,TOPIK II,포함되다,to be included,점심값이 포함되어 있습니다,Lunch cost is included,중요한 내용이 포함됐어요,Important content was included,
1370,vocabulary,TOPIK II,가라앉다,to calm down/sink,화가 조금 가라앉았어요,My anger calmed down a little,비가 온 후 먼지가 가라앉았습니다,"After the rain, the dust settled",
1371,vocabulary,TOPIK II,간직하다,to keep/treasure,추억을 오래 간직하고 싶어요,I want to treasure the memories for a long time,편지를 아직 간직하고 있습니다,I still keep the letter,
1372,vocabulary,TOPIK II,감탄하다,to admire,경치를 보고 감탄했어요,I admired the scenery,모두가 그의 실력에 감탄했습니다,Everyone admired his skill,
1373,vocabulary,TOPIK II,강조되다,to be emphasized,안전이 강조되고 있습니다,Safety is being emphasized,중요한 부분이 강조됐어요,The important part was emphasized,
1374,vocabulary,TOPIK II,개최되다,to be held,축제가 개최됐어요,The festival was held,회의가 서울에서 개최됩니다,The meeting will be held in Seoul,
1375,vocabulary,TOPIK II,거울보다,to look in the mirror,아침마다 거울을 봐요,I look in the mirror every morning,거울을 보고 웃었습니다,I smiled while looking in the mirror,
1376,vocabulary,TOPIK II,경험치,experience points/experience level,경험치가 많이 쌓였어요,I gained a lot of experience,일하면서 경험치를 얻었습니다,I gained experience while working,
1377,vocabulary,TOPIK II,고민하다,to worry/think deeply,진로 문제를 고민하고 있어요,I am 고민ing about my career,오랫동안 고민했습니다,I thought about it for a long time,
1378,vocabulary,TOPIK II,공손하다,to be polite,공손하게 말해야 합니다,You should speak politely,그 직원은 매우 공손했습니다,That employee was very polite,
1379,vocabulary,TOPIK II,관계자,person concerned/official,행사 관계자와 만났어요,I met the event staff,관계자만 출입 가능합니다,Only authorized personnel may enter,
1380,vocabulary,TOPIK II,구체화하다,to make concrete,아이디어를 구체화하고 있어요,I am making the idea more concrete,계획을 구체화했습니다,We made the plan more specific,
1381,vocabulary,TOPIK II,규모,size/scale,행사 규모가 컸어요,The scale of the event was large,회사의 규모가 커졌습니다,The company grew in size,
1382,vocabulary,TOPIK II,기억나다,to remember,갑자기 이름이 기억났어요,I suddenly remembered the name,어릴 때 일이 기억납니다,I remember my childhood,
1383,vocabulary,TOPIK II,깨지다,to break,컵이 깨졌어요,The cup broke,휴대폰 화면이 깨졌습니다,My phone screen cracked,
1384,vocabulary,TOPIK II,나누다,to divide/share,친구와 음식을 나눠 먹었어요,I shared food with my friend,생각을 서로 나눴습니다,We shared our thoughts,
1385,vocabulary,TOPIK II,노력끝에,after effort,노력끝에 성공했습니다,"After much effort, I succeeded",노력끝에 목표를 이뤘어요,"After effort, I achieved my goal",
1386,vocabulary,TOPIK II,단정하다,to be neat,옷차림이 단정합니다,The outfit is neat,단정하게 정리해 주세요,Please organize it neatly,
1387,vocabulary,TOPIK II,대화법,conversation method,좋은 대화법을 배우고 있어요,I am learning good conversation skills,대화법이 중요합니다,Conversation methods are important,
1388,vocabulary,TOPIK II,도착하다,to arrive,버스가 늦게 도착했어요,The bus arrived late,택배가 오늘 도착했습니다,The package arrived today,
1389,vocabulary,TOPIK II,독서실,study room,독서실에서 공부했어요,I studied in the study room,독서실 분위기가 조용합니다,The study room atmosphere is quiet,
1390,vocabulary,TOPIK II,마련되다,to be prepared/provided,휴식 공간이 마련됐어요,A resting area was prepared,행사가 잘 마련되었습니다,The event was well prepared,
1391,vocabulary,TOPIK II,만남,meeting,오랜만의 만남이었어요,It was a meeting after a long time,좋은 만남이 많았습니다,I had many good encounters,
1392,vocabulary,TOPIK II,매너,manners,매너를 지켜 주세요,Please keep good manners,그 사람은 매너가 좋습니다,That person has good manners,
1393,vocabulary,TOPIK II,무관하다,to be unrelated,그 일과 저는 무관합니다,I am unrelated to that matter,나이와 무관하게 참여할 수 있어요,You can participate regardless of age,
1394,vocabulary,TOPIK II,반응하다,to react,아이들이 크게 반응했어요,The children reacted strongly,질문에 바로 반응했습니다,I reacted immediately to the question,
1395,vocabulary,TOPIK II,발달하다,to develop,기술이 빠르게 발달하고 있어요,Technology is developing quickly,아이들의 언어 능력이 발달했습니다,The children's language skills developed,
1396,vocabulary,TOPIK II,방지하다,to prevent,사고를 방지해야 합니다,We must prevent accidents,환경 오염을 방지합시다,Let's prevent environmental pollution,
